Sample,Mean Wind Power,MeanLoad,Standard Deviation,Average,Variability,WindShare,LowPower,MedPower,HighPower,LowVar,MedVar,HighVar,LowWind,HighWind,Checksum,,,,Max average wind power,Max average wind power,Max wind power std deviation,Max average in sample,Max std deviation in sample,Max load,Number of samples
99,6191.091667,53894.75333,320.5623811,0.476237821,0.082195482,0.114873736,0,1,0,1,0,0,0,1,3,,,,,,,,,,
100,4220.705833,54752.06875,895.0358148,0.324669679,0.229496363,0.077087605,0,1,0,1,0,0,0,1,3,,,,,,,,,,
101,3471.275417,54989.67,418.3121642,0.267021186,0.107259529,0.063125955,1,0,0,1,0,0,1,0,3,,,,,,,,,,
102,4101.630417,54893.05333,807.7413189,0.315510032,0.207113159,0.074720391,0,1,0,1,0,0,1,0,3,,,,,,,,,,
103,3179.366667,49781.25042,723.0790384,0.244566667,0.185404882,0.06386675,1,0,0,1,0,0,1,0,3,,,,,,,,,,
104,7307.861667,47933.90292,812.8651914,0.562143205,0.208426972,0.152457055,0,1,0,1,0,0,0,1,3,,,,,,,,,,
105,6504.5475,52813.12542,1475.001543,0.500349808,0.378205524,0.123161571,0,1,0,0,1,0,0,1,3,,,,,,,,,,
106,2394.357917,53050.13917,715.3040751,0.184181378,0.183411301,0.045133867,1,0,0,1,0,0,1,0,3,,,,,,,,,,
107,4978.0675,54133.90708,1018.746726,0.382928269,0.261217109,0.0919584,0,1,0,1,0,0,0,1,3,,,,,,,,,,
108,6765.174583,54780.7525,984.2381689,0.520398045,0.252368761,0.123495466,0,1,0,1,0,0,0,1,3,,,,,,,,,,
109,8185.131667,54800.46667,991.2933164,0.629625513,0.254177773,0.149362445,0,1,0,1,0,0,0,1,3,,,,,,,,,,
110,2735.094167,49867.37,1227.392986,0.210391859,0.31471615,0.054847371,1,0,0,0,1,0,1,0,3,,,,,,,,,,
111,6191.527083,47925.22292,872.361446,0.476271314,0.223682422,0.129191409,0,1,0,1,0,0,0,1,3,,,,,,,,,,
112,4711.565833,52931.24208,1501.120078,0.362428141,0.384902584,0.089012947,0,1,0,0,1,0,0,1,3,,,,,,,,,,
113,5709.58125,53251.92667,1389.779936,0.439198558,0.35635383,0.107218304,0,1,0,0,1,0,0,1,3,,,,,,,,,,
114,4839.659167,53921.81625,1794.919992,0.372281474,0.460235895,0.089753267,0,1,0,0,1,0,0,1,3,,,,,,,,,,
115,4338.162083,53266.67833,1340.459603,0.333704776,0.34370759,0.081442324,0,1,0,0,1,0,0,1,3,,,,,,,,,,
116,5822.569167,51405.76917,1511.313169,0.447889936,0.387516197,0.113266843,0,1,0,0,1,0,0,1,3,,,,,,,,,,
117,2961.46625,46154.69625,1193.87881,0.227805096,0.306122772,0.06416392,1,0,0,0,1,0,1,0,3,,,,,,,,,,
118,5274.264583,45023.38292,445.4803576,0.40571266,0.114225733,0.117145009,0,1,0,1,0,0,0,1,3,,,,,,,,,,
119,3372.049583,51763.575,1454.070646,0.259388429,0.372838627,0.06514329,1,0,0,0,1,0,1,0,3,,,,,,,,,,
120,6763.905833,53348.62667,1424.852184,0.520300449,0.365346714,0.126786878,0,1,0,0,1,0,0,1,3,,,,,,,,,,
121,7063.315417,54425.37292,392.7470024,0.543331955,0.10070436,0.129779826,0,1,0,1,0,0,0,1,3,,,,,,,,,,
122,6883.000417,53777.90958,522.4017956,0.529461571,0.133949178,0.127989363,0,1,0,1,0,0,0,1,3,,,,,,,,,,
123,6338.265,53345.19708,353.8903443,0.487558846,0.090741114,0.118816039,0,1,0,1,0,0,0,1,3,,,,,,,,,,
124,5212.24875,47658.03083,1078.22597,0.400942212,0.276468197,0.10936769,0,1,0,1,0,0,0,1,3,,,,,,,,,,
125,1879.717083,45543.92292,634.5539927,0.144593622,0.162706152,0.041272621,1,0,0,1,0,0,1,0,3,,,,,,,,,,
126,882.46375,51883.37542,687.2565446,0.067881827,0.176219627,0.017008603,1,0,0,1,0,0,1,0,3,,,,,,,,,,
127,739.3416667,52770.44583,358.1644871,0.056872436,0.091837048,0.014010525,1,0,0,1,0,0,1,0,3,,,,,,,,,,
128,1560.02625,53449.38375,504.1392381,0.120002019,0.129266471,0.029186983,1,0,0,1,0,0,1,0,3,,,,,,,,,,
129,3810.799167,53360.64708,1814.36092,0.293138397,0.465220749,0.07141591,1,0,0,0,1,0,1,0,3,,,,,,,,,,
130,3935.108333,51369.91167,1520.62495,0.302700641,0.389903833,0.07660337,0,1,0,0,1,0,0,1,3,,,,,,,,,,
131,6659.21125,46113.36083,1271.591193,0.512247019,0.326049024,0.144409584,0,1,0,0,1,0,0,1,3,,,,,,,,,,
132,2718.204583,44525.30583,884.1829153,0.20909266,0.226713568,0.061048533,1,0,0,1,0,0,1,0,3,,,,,,,,,,
133,5093.76,51877.68708,1766.35135,0.391827692,0.452910603,0.098187878,0,1,0,0,1,0,0,1,3,,,,,,,,,,
134,6052.325,54554.46625,1328.740327,0.465563462,0.340702648,0.110940963,0,1,0,0,1,0,0,1,3,,,,,,,,,,
135,3202.590417,56460.14333,1934.417446,0.246353109,0.496004473,0.05672303,1,0,0,0,1,0,1,0,3,,,,,,,,,,
136,1947.89375,56144.09458,852.2376246,0.149837981,0.218522468,0.034694544,1,0,0,1,0,0,1,0,3,,,,,,,,,,
137,3199.331667,53756.73958,800.5747079,0.246102436,0.205275566,0.059514987,1,0,0,1,0,0,1,0,3,,,,,,,,,,
138,3944.5825,50137.7975,1534.630524,0.303429423,0.393495006,0.078674826,0,1,0,0,1,0,0,1,3,,,,,,,,,,
139,4918.0575,52197.51875,874.3888619,0.378312115,0.224202272,0.09422014,0,1,0,1,0,0,0,1,3,,,,,,,,,,
140,6206.509167,60536.50125,1322.326611,0.477423782,0.339058105,0.102525072,0,1,0,0,1,0,0,1,3,,,,,,,,,,
141,4023.418333,59234.35792,1002.085815,0.309493718,0.256945081,0.067923727,0,1,0,1,0,0,1,0,3,,,,,,,,,,
142,4037.974167,56194.32,1281.284758,0.310613397,0.328534553,0.071857337,0,1,0,0,1,0,1,0,3,,,,,,,,,,
143,4618.36375,52495.06708,1182.924638,0.35525875,0.30331401,0.0879771,0,1,0,0,1,0,0,1,3,,,,,,,,,,
144,5406.745417,50687.30542,765.1574274,0.415903494,0.196194212,0.10666863,0,1,0,1,0,0,0,1,3,,,,,,,,,,
145,5882.11375,44972.61083,543.9088749,0.452470288,0.139463814,0.130793246,0,1,0,1,0,0,0,1,3,,,,,,,,,,
146,5523.659167,43758.33167,673.8931091,0.424896859,0.172793105,0.126231027,0,1,0,1,0,0,0,1,3,,,,,,,,,,
147,3528.685,45490.19167,933.8068107,0.271437308,0.239437644,0.077570238,1,0,0,1,0,0,0,1,3,,,,,,,,,,
148,1501.149167,54710.02458,688.663655,0.115473013,0.176580424,0.027438284,1,0,0,1,0,0,1,0,3,,,,,,,,,,
149,4247.404167,59171.07792,1229.272136,0.326723397,0.315197984,0.071781761,0,1,0,0,1,0,1,0,3,,,,,,,,,,
150,7026.63,61368.92875,544.4314271,0.54051,0.139597802,0.114498169,0,1,0,1,0,0,0,1,3,,,,,,,,,,
151,6944.18875,58195.39333,824.4076607,0.534168365,0.21138658,0.119325403,0,1,0,1,0,0,0,1,3,,,,,,,,,,
152,4922.12,51198.95708,1250.014859,0.378624615,0.32051663,0.096137115,0,1,0,0,1,0,0,1,3,,,,,,,,,,
153,2394.774167,46181.37917,1740.380668,0.184213397,0.446251453,0.051855839,1,0,0,0,1,0,1,0,3,,,,,,,,,,
154,2906.064167,52099.81917,1411.928081,0.223543397,0.362032841,0.055778776,1,0,0,0,1,0,1,0,3,,,,,,,,,,
155,4117.355833,53032.305,1057.210364,0.316719679,0.271079581,0.077638636,0,1,0,1,0,0,0,1,3,,,,,,,,,,
156,1659.38375,54207.28458,299.9672314,0.127644904,0.076914675,0.030611822,1,0,0,1,0,0,1,0,3,,,,,,,,,,
157,1343.508333,54449.95,265.7238876,0.103346795,0.06813433,0.024674189,1,0,0,1,0,0,1,0,3,,,,,,,,,,
158,726.1870833,52732.69625,352.4297139,0.055860545,0.090366593,0.013771097,1,0,0,1,0,0,1,0,3,,,,,,,,,,
159,4074.478333,48663.46292,1345.311755,0.31342141,0.344951732,0.083727669,0,1,0,0,1,0,0,1,3,,,,,,,,,,
160,3917.299583,48068.19875,1003.760698,0.301330737,0.257374538,0.08149462,0,1,0,1,0,0,0,1,3,,,,,,,,,,
161,862.8541667,56098.34417,487.1944346,0.066373397,0.12492165,0.015381099,1,0,0,1,0,0,1,0,3,,,,,,,,,,
162,2170.704583,60460.37583,946.7765518,0.166977276,0.242763218,0.035902929,1,0,0,1,0,0,1,0,3,,,,,,,,,,
163,4450.744583,63420.19,1634.560916,0.342364968,0.419118183,0.07017867,0,1,0,0,1,0,1,0,3,,,,,,,,,,
164,2684.34875,59883.25125,1684.748434,0.206488365,0.431986778,0.04482637,1,0,0,0,1,0,1,0,3,,,,,,,,,,
165,4985.324583,56840.34417,1317.437667,0.383486506,0.33780453,0.087707502,0,1,0,0,1,0,0,1,3,,,,,,,,,,
166,2674.3225,53002.81708,682.2654847,0.205717115,0.174939868,0.050456233,1,0,0,1,0,0,1,0,3,,,,,,,,,,
167,1976.567917,53097.21958,508.4515082,0.152043686,0.130372182,0.03722545,1,0,0,1,0,0,1,0,3,,,,,,,,,,
168,2303.824583,61549.86875,964.7793692,0.177217276,0.247379325,0.037430211,1,0,0,1,0,0,1,0,3,,,,,,,,,,
169,1312.08375,58997.63625,463.2011154,0.100929519,0.118769517,0.022239599,1,0,0,1,0,0,1,0,3,,,,,,,,,,
170,3143.626667,59524.59875,1004.215486,0.241817436,0.25749115,0.052812228,1,0,0,1,0,0,1,0,3,,,,,,,,,,
171,6271.075833,63545.3525,695.8805061,0.482390449,0.178430899,0.098686617,0,1,0,1,0,0,0,1,3,,,,,,,,,,
172,5539.557083,64039.35167,1164.656706,0.426119776,0.298629925,0.086502392,0,1,0,1,0,0,0,1,3,,,,,,,,,,
173,3511.219167,59489.9025,951.5343864,0.270093782,0.243983176,0.059022103,1,0,0,1,0,0,1,0,3,,,,,,,,,,
174,3900.465417,58894.86333,1267.314578,0.300035801,0.324952456,0.066227599,0,1,0,0,1,0,1,0,3,,,,,,,,,,
175,2865.3675,66618.28375,620.3039263,0.220412885,0.159052289,0.043011728,1,0,0,1,0,0,1,0,3,,,,,,,,,,
176,2749.8425,67994.9225,462.4615875,0.211526346,0.118579894,0.04044188,1,0,0,1,0,0,1,0,3,,,,,,,,,,
177,2649.492083,68076.03667,958.8016011,0.203807083,0.245846564,0.0389196,1,0,0,1,0,0,1,0,3,,,,,,,,,,
178,3779.98125,68727.97208,1680.502078,0.290767788,0.430897969,0.054999168,1,0,0,0,1,0,1,0,3,,,,,,,,,,
179,6792.73625,63038.27458,1671.124532,0.522518173,0.42849347,0.107755745,0,1,0,0,1,0,0,1,3,,,,,,,,,,
180,5186.565833,52992.12833,1346.846894,0.398966603,0.345345358,0.097874269,0,1,0,0,1,0,0,1,3,,,,,,,,,,
181,2465.771667,50424.1725,563.8102223,0.189674744,0.144566724,0.048900588,1,0,0,1,0,0,1,0,3,,,,,,,,,,
182,2062.630417,56215.23458,525.2797245,0.158663878,0.134687109,0.036691663,1,0,0,1,0,0,1,0,3,,,,,,,,,,
183,975.09375,56200.995,348.6327353,0.075007212,0.089393009,0.017350115,1,0,0,1,0,0,1,0,3,,,,,,,,,,
184,890.78,57850.45958,864.0512125,0.068521538,0.221551593,0.015397976,1,0,0,1,0,0,1,0,3,,,,,,,,,,
185,3889.922917,53217.16667,1333.685773,0.29922484,0.341970711,0.073095265,1,0,0,0,1,0,1,0,3,,,,,,,,,,
186,5195.439583,58837.31917,842.3873496,0.399649199,0.215996756,0.088301773,0,1,0,1,0,0,0,1,3,,,,,,,,,,
187,4688.68625,58452.42958,940.0886238,0.360668173,0.241048365,0.08021371,0,1,0,1,0,0,0,1,3,,,,,,,,,,
188,2872.913333,60560.92625,1116.686039,0.220993333,0.286329754,0.047438398,1,0,0,1,0,0,1,0,3,,,,,,,,,,
189,1381.020417,69233.035,796.9636385,0.10623234,0.204349651,0.01994742,1,0,0,1,0,0,1,0,3,,,,,,,,,,
190,2656.096667,71310.55542,448.4549132,0.204315128,0.114988439,0.037246894,1,0,0,1,0,0,1,0,3,,,,,,,,,,
191,2478.49125,68104.075,1529.766192,0.190653173,0.392247742,0.036392701,1,0,0,0,1,0,1,0,3,,,,,,,,,,
192,2937.323333,63439.60833,1436.323943,0.225947949,0.36828819,0.046301095,1,0,0,0,1,0,1,0,3,,,,,,,,,,
193,5964.637917,63155.92458,328.8904165,0.458818301,0.084330876,0.094443046,0,1,0,1,0,0,0,1,3,,,,,,,,,,
194,4495.145,59041.51958,1233.787189,0.345780385,0.31635569,0.07613532,0,1,0,0,1,0,0,1,3,,,,,,,,,,
195,2808.685417,62286.19292,1299.94146,0.216052724,0.333318323,0.045093227,1,0,0,0,1,0,1,0,3,,,,,,,,,,
196,1568.804167,73769.34458,764.3848423,0.120677244,0.195996113,0.021266343,1,0,0,1,0,0,1,0,3,,,,,,,,,,
197,2128.992917,77322.50542,1048.564779,0.163768686,0.268862764,0.027533936,1,0,0,1,0,0,1,0,3,,,,,,,,,,
198,1807.4575,79273.29792,866.8800258,0.139035192,0.22227693,0.022800332,1,0,0,1,0,0,1,0,3,,,,,,,,,,
199,4855.110833,80444.88,1469.00767,0.373470064,0.376668633,0.060353261,0,1,0,0,1,0,1,0,3,,,,,,,,,,
200,3958.895833,77996.57625,1700.385228,0.304530449,0.435996212,0.050757303,0,1,0,0,1,0,1,0,3,,,,,,,,,,
201,829.3583333,64064.07083,530.0904833,0.063796795,0.135920637,0.012945764,1,0,0,1,0,0,1,0,3,,,,,,,,,,
202,1254.122917,58065.9,752.0869591,0.096470994,0.19284281,0.021598269,1,0,0,1,0,0,1,0,3,,,,,,,,,,
203,2977.355,67609.48542,637.5380026,0.229027308,0.163471283,0.044037534,1,0,0,1,0,0,1,0,3,,,,,,,,,,
204,2043.421667,64995.35333,827.8299387,0.157186282,0.212264087,0.031439504,1,0,0,1,0,0,1,0,3,,,,,,,,,,
205,644.48875,58832.96708,294.2811893,0.049576058,0.075456715,0.010954551,1,0,0,1,0,0,1,0,3,,,,,,,,,,
206,2715.805833,59986.145,705.6789076,0.208908141,0.18094331,0.045273885,1,0,0,1,0,0,1,0,3,,,,,,,,,,
207,4545.1675,58041.36167,1544.183761,0.349628269,0.395944554,0.078309112,0,1,0,0,1,0,0,1,3,,,,,,,,,,
208,2650.784583,50509.30667,753.2336551,0.203906506,0.193136835,0.052481112,1,0,0,1,0,0,1,0,3,,,,,,,,,,
209,1762.939167,47401.34375,792.1910151,0.135610705,0.203125901,0.037191755,1,0,0,1,0,0,1,0,3,,,,,,,,,,
210,1647.342917,55576.51375,329.5295849,0.126718686,0.084494765,0.029640991,1,0,0,1,0,0,1,0,3,,,,,,,,,,
211,577.0704167,57492.37417,502.4322324,0.044390032,0.128828778,0.010037338,1,0,0,1,0,0,1,0,3,,,,,,,,,,
212,870.7954167,59484.53917,416.7549745,0.066984263,0.10686025,0.014639021,1,0,0,1,0,0,1,0,3,,,,,,,,,,
213,1257.303333,60882.07667,549.1709072,0.096715641,0.140813053,0.020651453,1,0,0,1,0,0,1,0,3,,,,,,,,,,
214,1413.235417,59191.61375,241.8379519,0.108710417,0.062009731,0.023875602,1,0,0,1,0,0,1,0,3,,,,,,,,,,
215,999.01875,54542.05542,474.8568728,0.076847596,0.121758173,0.018316485,1,0,0,1,0,0,1,0,3,,,,,,,,,,
216,1346.760417,50968.3975,673.7250393,0.103596955,0.17275001,0.02642344,1,0,0,1,0,0,1,0,3,,,,,,,,,,
217,1508.313333,58106.81083,976.0316067,0.116024103,0.250264515,0.0259576,1,0,0,1,0,0,1,0,3,,,,,,,,,,
218,1626.74125,62800.37583,592.6631182,0.125133942,0.151964902,0.025903368,1,0,0,1,0,0,1,0,3,,,,,,,,,,
219,1496.757083,64232.17,600.5499383,0.11513516,0.153987164,0.023302297,1,0,0,1,0,0,1,0,3,,,,,,,,,,
220,911.76875,62154.9425,635.3927521,0.070136058,0.162921218,0.014669288,1,0,0,1,0,0,1,0,3,,,,,,,,,,
221,1366.255417,61064.02833,421.7092904,0.105096571,0.108130587,0.022374145,1,0,0,1,0,0,1,0,3,,,,,,,,,,
222,420.2233333,55769.28458,295.1474115,0.032324872,0.075678823,0.007535032,1,0,0,1,0,0,1,0,3,,,,,,,,,,
223,1110.064167,54530.195,651.6156244,0.085389551,0.167080929,0.020356871,1,0,0,1,0,0,1,0,3,,,,,,,,,,
224,1148.793333,61985.8625,465.178261,0.088368718,0.119276477,0.018533151,1,0,0,1,0,0,1,0,3,,,,,,,,,,
225,1520.84375,58164.33708,462.0622302,0.116987981,0.118477495,0.026147358,1,0,0,1,0,0,1,0,3,,,,,,,,,,
226,866.6575,55484.96583,530.8891611,0.066665962,0.136125426,0.015619682,1,0,0,1,0,0,1,0,3,,,,,,,,,,
227,1023.5475,56288.79167,393.8033107,0.078734423,0.100975208,0.01818386,1,0,0,1,0,0,1,0,3,,,,,,,,,,
228,1102.51,57175.65375,315.8152147,0.084808462,0.08097826,0.019282858,1,0,0,1,0,0,1,0,3,,,,,,,,,,
229,2211.989583,53454.88542,529.896563,0.170153045,0.135870914,0.041380494,1,0,0,1,0,0,1,0,3,,,,,,,,,,
230,2763.842083,53710.21958,929.0286853,0.212603237,0.238212483,0.051458402,1,0,0,1,0,0,1,0,3,,,,,,,,,,
231,3400.646667,64024.2375,822.3083531,0.261588205,0.210848296,0.053114989,1,0,0,1,0,0,1,0,3,,,,,,,,,,
232,3969.000417,68471.15125,1035.024337,0.305307724,0.265390856,0.057966024,0,1,0,1,0,0,1,0,3,,,,,,,,,,
233,3617.62875,70984.39417,1668.712791,0.278279135,0.427875075,0.050963719,1,0,0,0,1,0,1,0,3,,,,,,,,,,
234,1560.209167,67250.50875,777.4272013,0.12001609,0.199340308,0.023199961,1,0,0,1,0,0,1,0,3,,,,,,,,,,
235,2546.712917,65131.45875,1137.209038,0.195900994,0.291592061,0.039101119,1,0,0,1,0,0,1,0,3,,,,,,,,,,
236,5455.142083,60993.78375,747.8538079,0.419626314,0.191757387,0.089437673,0,1,0,1,0,0,0,1,3,,,,,,,,,,
237,6090.117917,63765.45,701.8784307,0.468470609,0.179968828,0.095508115,0,1,0,1,0,0,0,1,3,,,,,,,,,,
238,4970.54,74287.96917,1469.607916,0.382349231,0.376822543,0.066909084,0,1,0,0,1,0,1,0,3,,,,,,,,,,
239,3573.164583,76092.13792,1616.760005,0.274858814,0.414553847,0.046958394,1,0,0,0,1,0,1,0,3,,,,,,,,,,
240,1228.449583,74798.37708,623.008283,0.094496122,0.159745714,0.016423479,1,0,0,1,0,0,1,0,3,,,,,,,,,,
241,1779.709167,74537.08625,695.5865945,0.136900705,0.178355537,0.023876828,1,0,0,1,0,0,1,0,3,,,,,,,,,,
242,2021.29875,73139.37208,691.0319264,0.155484519,0.177187673,0.027636261,1,0,0,1,0,0,1,0,3,,,,,,,,,,
243,1172.700417,63748.54,358.5390955,0.090207724,0.091933101,0.018395722,1,0,0,1,0,0,1,0,3,,,,,,,,,,
244,3104.2375,57116.64292,878.666431,0.2387875,0.225299085,0.054349089,1,0,0,1,0,0,1,0,3,,,,,,,,,,
245,1506.048333,53380.76333,573.8409198,0.115849872,0.147138697,0.028213316,1,0,0,1,0,0,1,0,3,,,,,,,,,,
246,1084.165833,57540.36417,524.5849131,0.083397372,0.134508952,0.018841831,1,0,0,1,0,0,1,0,3,,,,,,,,,,
247,1233.030833,61070.57167,700.8132576,0.094848526,0.179695707,0.020190262,1,0,0,1,0,0,1,0,3,,,,,,,,,,
248,1577.14375,62055.785,854.1790315,0.12131875,0.219020264,0.025414935,1,0,0,1,0,0,1,0,3,,,,,,,,,,
249,3758.09375,62981.21708,767.5819162,0.289084135,0.196815876,0.059670072,1,0,0,1,0,0,1,0,3,,,,,,,,,,
250,2724.234167,60984.82583,1303.349223,0.209556474,0.334192108,0.044670689,1,0,0,0,1,0,1,0,3,,,,,,,,,,
251,2349.246667,56921.10458,708.1683336,0.180711282,0.181581624,0.04127198,1,0,0,1,0,0,1,0,3,,,,,,,,,,
252,4015.071667,68718.05167,1136.410081,0.308851667,0.2913872,0.058428194,0,1,0,1,0,0,1,0,3,,,,,,,,,,
253,2827.1225,73828.69667,848.9540416,0.217470962,0.217680523,0.038293003,1,0,0,1,0,0,1,0,3,,,,,,,,,,
254,1548.36625,71032.54375,500.7257972,0.119105096,0.12839123,0.021797984,1,0,0,1,0,0,1,0,3,,,,,,,,,,
255,3180.922083,62384.96167,633.4082197,0.244686314,0.162412364,0.050988604,1,0,0,1,0,0,1,0,3,,,,,,,,,,
256,2030.993333,53943.20917,875.3345016,0.156230256,0.224444744,0.037650584,1,0,0,1,0,0,1,0,3,,,,,,,,,,
257,4457.982917,48088.9725,726.2753286,0.342921763,0.186224443,0.092702811,0,1,0,1,0,0,0,1,3,,,,,,,,,,
258,3744.78125,47161.26333,1064.920589,0.288060096,0.273056561,0.079403752,1,0,0,1,0,0,0,1,3,,,,,,,,,,
259,2493.150833,53136.00583,954.0179926,0.191780833,0.244619998,0.046920178,1,0,0,1,0,0,1,0,3,,,,,,,,,,
260,4273.862917,53544.125,506.7397114,0.328758686,0.129933259,0.079819456,0,1,0,1,0,0,0,1,3,,,,,,,,,,
261,5042.364583,57609.16875,819.4947776,0.387874199,0.210126866,0.087527119,0,1,0,1,0,0,0,1,3,,,,,,,,,,
262,4854.19,62101.60292,927.9243346,0.373399231,0.237929317,0.078165293,0,1,0,1,0,0,0,1,3,,,,,,,,,,
263,4285.486667,57889.96667,1082.636792,0.329652821,0.277599177,0.074028142,0,1,0,1,0,0,1,0,3,,,,,,,,,,
264,1812.627917,48478.86667,750.7305606,0.139432917,0.192495016,0.037390064,1,0,0,1,0,0,1,0,3,,,,,,,,,,
265,5046.476667,46516.445,870.4426207,0.388190513,0.223190416,0.108488013,0,1,0,1,0,0,0,1,3,,,,,,,,,,
266,5867.182917,53156.35625,511.7984849,0.451321763,0.131230381,0.110375942,0,1,0,1,0,0,0,1,3,,,,,,,,,,
267,2044.465,54427.77292,1600.783572,0.157266538,0.410457326,0.0375629,1,0,0,0,1,0,1,0,3,,,,,,,,,,
268,2966.79625,55581.3975,1536.8696,0.228215096,0.394069128,0.053377504,1,0,0,0,1,0,1,0,3,,,,,,,,,,
269,5941.549583,56504.96542,436.6422011,0.457042276,0.111959539,0.105150929,0,1,0,1,0,0,0,1,3,,,,,,,,,,
270,6068.54625,56326.4325,404.2593096,0.46681125,0.103656233,0.107738871,0,1,0,1,0,0,0,1,3,,,,,,,,,,
271,5290.653333,50800.46542,1305.634171,0.406973333,0.334777993,0.104145765,0,1,0,0,1,0,0,1,3,,,,,,,,,,
272,4621.677917,47666.48625,1075.337877,0.355513686,0.275727661,0.096958645,0,1,0,1,0,0,0,1,3,,,,,,,,,,
273,5711.06,54459.94583,694.2167511,0.439312308,0.178004295,0.104867163,0,1,0,1,0,0,0,1,3,,,,,,,,,,
274,4186.884583,56322.51833,2139.410169,0.322068045,0.54856671,0.074337666,0,1,0,0,1,0,1,0,3,,,,,,,,,,
275,3723.807083,57253.1025,861.2483078,0.286446699,0.220832899,0.06504114,1,0,0,1,0,0,1,0,3,,,,,,,,,,
276,2465.25125,58561.92292,496.9983514,0.189634712,0.127435475,0.042096487,1,0,0,1,0,0,1,0,3,,,,,,,,,,
277,4684.727917,59089.035,768.4663403,0.360363686,0.197042651,0.079282525,0,1,0,1,0,0,0,1,3,,,,,,,,,,
278,4124.84625,52721.07292,607.5095163,0.317295865,0.155771671,0.078239042,0,1,0,1,0,0,0,1,3,,,,,,,,,,
279,3313.864167,47562.57083,1091.672838,0.254912628,0.279916112,0.069673781,1,0,0,1,0,0,1,0,3,,,,,,,,,,
280,2972.95375,52606.1825,1244.89954,0.22868875,0.31920501,0.056513391,1,0,0,0,1,0,1,0,3,,,,,,,,,,
281,5916.689583,53978.94542,775.9600902,0.455129968,0.198964126,0.109611063,0,1,0,1,0,0,0,1,3,,,,,,,,,,
282,5044.74125,54093.89958,1309.432246,0.388057019,0.335751858,0.093258968,0,1,0,0,1,0,0,1,3,,,,,,,,,,
283,4966.419167,54484.41792,966.4476125,0.382032244,0.24780708,0.091153019,0,1,0,1,0,0,0,1,3,,,,,,,,,,
284,6953.097917,54065.72042,1042.864746,0.534853686,0.267401217,0.128604555,0,1,0,1,0,0,0,1,3,,,,,,,,,,
285,5569.839583,48889.73042,940.574066,0.428449199,0.241172837,0.113926576,0,1,0,1,0,0,0,1,3,,,,,,,,,,
286,1452.772917,46520.35375,1087.444861,0.111751763,0.278832016,0.031228759,1,0,0,1,0,0,1,0,3,,,,,,,,,,
287,5895.925,53109.6275,1376.678041,0.453532692,0.35299437,0.111014241,0,1,0,0,1,0,0,1,3,,,,,,,,,,
288,6685.767083,54072.06667,489.3619223,0.514289776,0.125477416,0.123645488,0,1,0,1,0,0,0,1,3,,,,,,,,,,
289,2844.995833,53286.54583,1517.720357,0.218845833,0.389159066,0.05339051,1,0,0,0,1,0,1,0,3,,,,,,,,,,
290,2899.299583,53970.175,1400.710579,0.223023045,0.359156559,0.053720404,1,0,0,0,1,0,1,0,3,,,,,,,,,,
291,3528.819583,53314.23833,1060.825815,0.27144766,0.272006619,0.066189065,1,0,0,1,0,0,1,0,3,,,,,,,,,,
292,3478.273333,49234.1225,1074.182685,0.267559487,0.275431458,0.070647615,1,0,0,1,0,0,1,0,3,,,,,,,,,,
293,4925.928333,48220.6625,1614.515884,0.378917564,0.413978432,0.102153892,0,1,0,0,1,0,0,1,3,,,,,,,,,,
294,3440.284583,54394.50208,1303.277927,0.264637276,0.334173827,0.063246917,1,0,0,0,1,0,1,0,3,,,,,,,,,,
295,1778.693333,55764.28542,386.3920238,0.136822564,0.099074878,0.03189664,1,0,0,1,0,0,1,0,3,,,,,,,,,,
296,2123.175,56313.41667,840.6189798,0.163321154,0.215543328,0.037702827,1,0,0,1,0,0,1,0,3,,,,,,,,,,
297,3361.150833,56872.14208,1054.505517,0.258550064,0.27038603,0.059100127,1,0,0,1,0,0,1,0,3,,,,,,,,,,
298,5949.554583,56169.71833,2538.512811,0.457658045,0.650900721,0.105921033,0,1,0,0,0,1,0,1,3,,,,,,,,,,
299,6034.799167,50953.36833,2296.937852,0.464215321,0.588958424,0.118437688,0,1,0,0,1,0,0,1,3,,,,,,,,,,
300,5233.336667,49493.6125,1260.21574,0.402564359,0.323132241,0.105737617,0,1,0,0,1,0,0,1,3,,,,,,,,,,
301,5608.98875,55935.48333,1027.775429,0.431460673,0.263532161,0.10027604,0,1,0,1,0,0,0,1,3,,,,,0,,,,,
302,3006.594583,56356.58958,957.4745341,0.231276506,0.245506291,0.053349477,1,0,0,1,0,0,1,0,3,,,,,,,,,,
303,1980.61,55340.83958,704.1562831,0.152354615,0.180552893,0.035789302,1,0,0,1,0,0,1,0,3,,,,,,,,,,
304,3454.282917,54560.60042,774.3277825,0.265714071,0.198545585,0.06331094,1,0,0,1,0,0,1,0,3,,,,,,,,,,
305,5761.744583,53565.17833,581.3306256,0.443211122,0.149059135,0.107565115,0,1,0,1,0,0,0,1,3,,,,,,,,,,
306,2989.024167,50121.78,1307.290768,0.229924936,0.335202761,0.059635236,1,0,0,0,1,0,1,0,3,,,,,,,,,,
307,7232.315,49500.46375,1267.072204,0.556331923,0.324890309,0.146106005,0,1,0,0,1,0,0,1,3,,,,,,,,,,
308,6397.877083,55469.73417,2416.357649,0.492144391,0.619578884,0.115339963,0,1,0,0,0,1,0,1,3,,,,,,,,,,
