Sample,Mean Wind Power,MeanLoad,Standard Deviation,Average,Variability,WindShare,LowPower,MedPower,HighPower,LowVar,MedVar,HighVar,LowWind,HighWind,Checksum,,,,Max average wind power,Max average wind power,Max wind power std deviation,Max average in sample,Max std deviation in sample,Max load,Number of samples
309,4259.372083,55439.4925,2055.772467,0.327644006,0.527121146,0.076829204,0,1,0,0,1,0,0,1,3,,,,,,,,,,
310,5314.902083,55516.41917,1701.65135,0.408838622,0.436320859,0.095735679,0,1,0,0,1,0,0,1,3,,,,,,,,,,
311,3866.29875,56965.58958,642.7670656,0.297407596,0.164812068,0.067870776,1,0,0,1,0,0,1,0,3,,,,,,,,,,
312,6169.420417,56711.00167,1354.889253,0.474570801,0.347407501,0.108787012,0,1,0,0,1,0,0,1,3,,,,,,,,,,
313,7994.617917,51011.59,531.7114707,0.614970609,0.136336275,0.156721598,0,1,0,1,0,0,0,1,3,,,,,,,,,,
314,4167.640417,49822.66833,1432.151319,0.320587724,0.367218287,0.083649482,0,1,0,0,1,0,0,1,3,,,,,,,,,,
315,7013.45,57535.19792,578.021176,0.539496154,0.148210558,0.121898425,0,1,0,1,0,0,0,1,3,,,,,,,,,,
316,3802.045417,60219.19292,1714.057405,0.292465032,0.439501899,0.063136771,1,0,0,0,1,0,1,0,3,,,,,,,,,,
317,8659.445,60195.79708,638.5237815,0.666111154,0.163724047,0.143854645,0,0,1,1,0,0,0,1,3,,,,,,,,,,
318,5504.143333,58104.16542,1547.772827,0.423395641,0.396864828,0.094728894,0,1,0,0,1,0,0,1,3,,,,,,,,,,
319,4353.605417,55849.12125,2281.95341,0.334892724,0.585116259,0.07795298,0,1,0,0,1,0,0,1,3,,,,,,,,,,
320,7436.727083,50974.61917,359.1037312,0.572055929,0.09207788,0.145890783,0,1,0,1,0,0,0,1,3,,,,,,,,,,
321,6255.985833,47930.23417,2128.91879,0.481229679,0.545876613,0.130522747,0,1,0,0,1,0,0,1,3,,,,,,,,,,
322,5388.225417,55382.47625,1948.600155,0.414478878,0.499641066,0.097291161,0,1,0,0,1,0,0,1,3,,,,,,,,,,
323,6601.265833,58052.76083,843.7266576,0.507789679,0.216340169,0.113711488,0,1,0,1,0,0,0,1,3,,,,,,,,,,
324,6267.495417,58411.72583,1480.562795,0.482115032,0.379631486,0.107298583,0,1,0,0,1,0,0,1,3,,,,,,,,,,
325,5646.421667,57879.98667,1104.618587,0.434340128,0.283235535,0.097553956,0,1,0,1,0,0,0,1,3,,,,,,,,,,
326,5014.538333,57982.49833,1256.28218,0.385733718,0.322123636,0.086483654,0,1,0,0,1,0,0,1,3,,,,,,,,,,
327,4899.82125,57699.1325,1773.158963,0.376909327,0.454656144,0.084920189,0,1,0,0,1,0,0,1,3,,,,,,,,,,
328,7017.815417,57882.62875,2032.750377,0.539831955,0.521218045,0.121242168,0,1,0,0,1,0,0,1,3,,,,,,,,,,
329,7569.368333,61829.20042,1387.692898,0.582259103,0.355818692,0.122423843,0,1,0,0,1,0,0,1,3,,,,,,,,,,
330,7153.045,61420.10542,817.7684319,0.550234231,0.209684213,0.116460969,0,1,0,1,0,0,0,1,3,,,,,,,,,,
331,4571.517917,62750.54208,1290.058199,0.351655224,0.330784154,0.072852246,0,1,0,0,1,0,1,0,3,,,,,,,,,,
332,3913.742083,53529.67292,1572.315185,0.301057083,0.40315774,0.073113506,0,1,0,0,1,0,1,0,3,,,,,,,,,,
333,5071.225833,54474.59875,2031.155187,0.390094295,0.520809022,0.093093404,0,1,0,0,1,0,0,1,3,,,,,,,,,,
334,4201.85625,52345.05083,2501.646761,0.323219712,0.641447887,0.080272274,0,1,0,0,0,1,0,1,3,,,,,,,,,,
335,1337.1675,51735.76,937.0388546,0.102859038,0.240266373,0.025846098,1,0,0,1,0,0,1,0,3,,,,,,,,,,
336,4073.145417,58057.52417,412.0153277,0.313318878,0.105644956,0.070157064,0,1,0,1,0,0,1,0,3,,,,,,,,,,
337,2881.714583,58590.21875,362.7819135,0.221670353,0.093021003,0.049184226,1,0,0,1,0,0,1,0,3,,,,,,,,,,
338,4524.9675,58162.22417,2537.48922,0.348074423,0.650638262,0.077799079,0,1,0,0,0,1,0,1,3,,,,,,,,,,
339,7919.004167,61865.14833,994.8805494,0.609154167,0.255097577,0.128004286,0,1,0,1,0,0,0,1,3,,,,,,,,,,
340,4054.654583,65333.9125,704.1848837,0.311896506,0.180560227,0.062060489,0,1,0,1,0,0,1,0,3,,,,,,,,,,
341,1766.602917,62729.69542,1123.392243,0.135892532,0.288049293,0.028162147,1,0,0,1,0,0,1,0,3,,,,,,,,,,
342,2009.108333,60933.51833,727.6404687,0.154546795,0.186574479,0.032972137,1,0,0,1,0,0,1,0,3,,,,,,,,,,
343,6134.516667,65274.00292,884.9774973,0.471885897,0.226917307,0.093981009,0,1,0,1,0,0,0,1,3,,,,,,,,,,
344,5630.443333,66664.395,1552.313742,0.433111026,0.398029165,0.084459528,0,1,0,0,1,0,0,1,3,,,,,,,,,,
345,4723.186667,67063.4575,1369.207294,0.363322051,0.351078793,0.070428619,0,1,0,0,1,0,1,0,3,,,,,,,,,,
346,6774.195833,75102.67958,2365.615477,0.521091987,0.606568071,0.090199123,0,1,0,0,0,1,0,1,3,,,,,,,,,,
347,2735.09875,75160.31083,1225.509875,0.210392212,0.314233301,0.0363902,1,0,0,0,1,0,1,0,3,,,,,,,,,,
348,5281.879167,71701.30833,1598.08379,0.406298397,0.409765074,0.073665032,0,1,0,0,1,0,1,0,3,,,,,,,,,,
349,8827.305833,75516.7875,367.583652,0.679023526,0.094252218,0.116891967,0,0,1,1,0,0,0,1,3,,,,,,,,,,
350,4181.999167,89819.63708,1618.791558,0.321692244,0.415074759,0.046559965,0,1,0,0,1,0,1,0,3,,,,,,,,,,
351,6850.399583,88622.69,3101.195056,0.526953814,0.795178219,0.077298484,0,1,0,0,0,1,0,1,3,,,,,0,,,,,
352,9180.015,93147.91292,2055.287835,0.706155,0.526996881,0.098553094,0,0,1,0,1,0,0,1,3,,,,,,,,,,
353,10690.085,98321.52583,1209.003487,0.822314231,0.310000894,0.108725784,0,0,1,0,1,0,0,1,3,,,,,,,,,,
354,9821.842083,92988.79083,1601.047634,0.755526314,0.410525034,0.105623936,0,0,1,0,1,0,0,1,3,,,,,,,,,,
355,7246.5975,87173.01958,1904.815355,0.557430577,0.488414194,0.083128903,0,1,0,0,1,0,0,1,3,,,,,,,,,,
356,3018.615833,79039.15417,1055.091295,0.232201218,0.270536229,0.038191398,1,0,0,1,0,0,1,0,3,,,,,,,,,,
357,5176.132083,83633.98375,1088.539238,0.398164006,0.279112625,0.061890297,0,1,0,1,0,0,1,0,3,,,,,,,,,,
358,4346.440833,89170.56583,852.9731024,0.334341603,0.218711052,0.048742999,0,1,0,1,0,0,1,0,3,,,,,,,,,,
359,3075.364583,89456.20958,1608.848935,0.236566506,0.412525368,0.034378436,1,0,0,0,1,0,1,0,3,,,,,,,,,,
360,6266.5675,85130.34667,768.7809602,0.482043654,0.197123323,0.073611441,0,1,0,1,0,0,1,0,3,,,,,,,,,,
361,4922.582917,82258.44458,1349.562141,0.378660224,0.346041575,0.059842888,0,1,0,0,1,0,1,0,3,,,,,,,,,,
362,10290.51917,74377.825,1325.275617,0.791578397,0.339814261,0.138354666,0,0,1,0,1,0,0,1,3,,,,,,,,,,
363,4327.61125,70053.52792,3343.696531,0.332893173,0.857358085,0.061775779,0,1,0,0,0,1,1,0,3,,,,,,,,,,
364,3855.762917,76858.1275,1043.955793,0.296597147,0.267680973,0.050167276,1,0,0,1,0,0,1,0,3,,,,,,,,,,
365,2967.816667,77206.18292,1094.704056,0.22829359,0.280693348,0.038440142,1,0,0,1,0,0,1,0,3,,,,,,,,,,
366,2739.033333,77686.7025,835.9220189,0.210694872,0.214338979,0.035257428,1,0,0,1,0,0,1,0,3,,,,,,,,,,
367,3466.578333,80334.11042,2382.911938,0.266659872,0.611003061,0.04315201,1,0,0,0,0,1,1,0,3,,,,,,,,,,
368,7977.005833,81303.80542,1302.590841,0.613615833,0.333997652,0.098113561,0,1,0,0,1,0,0,1,3,,,,,,,,,,
369,4690.4775,74450.80625,1728.017822,0.360805962,0.443081493,0.06300103,0,1,0,0,1,0,1,0,3,,,,,,,,,,
370,4923.555,72266.48917,1826.197072,0.378735,0.46825566,0.068130541,0,1,0,0,1,0,1,0,3,,,,,,,,,,
371,6050.37625,80283.8025,1299.395417,0.465413558,0.333178312,0.075362353,0,1,0,0,1,0,0,1,3,,,,,,,,,,
372,2991.447083,79272.86375,1660.560968,0.230111314,0.425784864,0.037736079,1,0,0,0,1,0,1,0,3,,,,,,,,,,
373,6384.162083,79102.33958,1082.042902,0.491089391,0.277446898,0.080707627,0,1,0,1,0,0,0,1,3,,,,,,,,,,
374,9033.422083,78271.65375,1075.610092,0.694878622,0.27579746,0.115411157,0,0,1,1,0,0,0,1,3,,,,,,,,,,
375,4182.071667,78864.98875,1723.500283,0.321697821,0.44192315,0.053028241,0,1,0,0,1,0,1,0,3,,,,,,,,,,
376,4517.38375,75057.13125,1429.229823,0.347491058,0.366469185,0.060185937,0,1,0,0,1,0,1,0,3,,,,,,,,,,
377,9052.7775,72871.88833,914.912831,0.6963675,0.234593034,0.124228666,0,0,1,1,0,0,0,1,3,,,,,,,,,,
378,4363.152917,83872.37417,1313.395849,0.335627147,0.336768166,0.052021336,0,1,0,0,1,0,1,0,3,,,,,,,,,,
379,2407.06125,85362.31042,929.1337123,0.185158558,0.238239413,0.028198174,1,0,0,1,0,0,1,0,3,,,,,,,,,,
380,5615.0525,83277.68,1361.975906,0.431927115,0.349224591,0.06742566,0,1,0,0,1,0,1,0,3,,,,,,,,,,
381,7230.38625,85840.01542,1508.072698,0.556183558,0.386685307,0.084230952,0,1,0,0,1,0,0,1,3,,,,,,,,,,
382,4398.147083,82754.19375,1941.297619,0.338319006,0.49776862,0.05314712,0,1,0,0,1,0,1,0,3,,,,,,,,,,
383,4547.506667,72138.08042,1818.300357,0.349808205,0.466230861,0.06303892,0,1,0,0,1,0,1,0,3,,,,,,,,,,
384,3054.95125,67589.35958,573.9739192,0.23499625,0.1471728,0.045198701,1,0,0,1,0,0,1,0,3,,,,,,,,,,
385,1211.574167,77118.65042,441.1808364,0.093198013,0.113123291,0.015710521,1,0,0,1,0,0,1,0,3,,,,,,,,,,
386,5688.722917,79345.96167,916.5268031,0.437594071,0.235006873,0.071695179,0,1,0,1,0,0,1,0,3,,,,,,,,,,
387,9436.890417,80090.35125,583.3453009,0.725914647,0.149575718,0.117828056,0,0,1,1,0,0,0,1,3,,,,,,,,,,
388,4881.885,84049.82792,3071.809972,0.375529615,0.787643583,0.058083224,0,1,0,0,0,1,1,0,3,,,,,,,,,,
389,5739.72125,83990.35792,1457.319587,0.441517019,0.373671689,0.068337859,0,1,0,0,1,0,1,0,3,,,,,,,,,,
390,8148.737083,78469.71,2389.482467,0.626825929,0.612687812,0.103845638,0,1,0,0,0,1,0,1,3,,,,,,,,,,
391,3311.362917,79834.09792,1216.501787,0.254720224,0.311923535,0.041478053,1,0,0,0,1,0,1,0,3,,,,,,,,,,
392,2296.044583,85814.35208,1463.837552,0.176618814,0.375342962,0.026755951,1,0,0,0,1,0,1,0,3,,,,,,,,,,
393,6311.402917,89170.4425,1894.719672,0.485492532,0.485825557,0.070779092,0,1,0,0,1,0,1,0,3,,,,,,,,,,
394,7987.242083,90559.14417,1114.388672,0.614403237,0.285740685,0.088199178,0,1,0,1,0,0,0,1,3,,,,,,,,,,
395,3241.474583,92340.63458,1294.646316,0.249344199,0.331960594,0.035103447,1,0,0,0,1,0,1,0,3,,,,,,,,,,
396,5869.32,89184.13208,1696.724977,0.451486154,0.435057686,0.065811259,0,1,0,0,1,0,1,0,3,,,,,,,,,,
397,5288.01,76145.79417,1746.223334,0.40677,0.447749573,0.069445858,0,1,0,0,1,0,1,0,3,,,,,,,,,,
398,6134.04125,77060.73417,1161.865292,0.471849327,0.297914177,0.079600088,0,1,0,1,0,0,0,1,3,,,,,,,,,,
399,5964.862917,89942.77875,3001.248334,0.458835609,0.769550855,0.066318419,0,1,0,0,0,1,1,0,3,,,,,,,,,,
400,9334.508333,89234.1425,2052.511269,0.718039103,0.526284941,0.104606915,0,0,1,0,1,0,0,1,3,,,,,,,,,,
401,5666.11625,86788.58708,1945.082065,0.435855096,0.498738991,0.065286421,0,1,0,0,1,0,1,0,3,,,,,,,,,,
402,6167.514583,88572.51458,1896.152997,0.474424199,0.486193076,0.069632375,0,1,0,0,1,0,1,0,3,,,,,,,,,,
403,2419.325,88989.35333,1655.621741,0.186101923,0.424518395,0.027186679,1,0,0,0,1,0,1,0,3,,,,,,,,,,
404,5875.867917,81585.0875,994.1452858,0.45198984,0.254909048,0.072021347,0,1,0,1,0,0,1,0,3,,,,,,,,,,
405,4626.4275,75119.97875,1260.535583,0.355879038,0.323214252,0.061587178,0,1,0,0,1,0,1,0,3,,,,,,,,,,
406,4750.547917,80534.3825,1641.319994,0.365426763,0.420851281,0.058987823,0,1,0,0,1,0,1,0,3,,,,,,,,,,
407,7436.707917,79818.75583,2150.969199,0.572054455,0.551530564,0.09316993,0,1,0,0,1,0,0,1,3,,,,,,,,,,
408,6321.1375,81491.88708,1518.133622,0.486241346,0.389265031,0.077567691,0,1,0,0,1,0,0,1,3,,,,,,,,,,
409,3382.005833,87067.22792,2328.045862,0.260154295,0.596934836,0.038843614,1,0,0,0,1,0,1,0,3,,,,,,,,,,
410,6330.28,86188.81208,2034.712106,0.486944615,0.521721053,0.073446656,0,1,0,0,1,0,1,0,3,,,,,,,,,,
411,5551.846667,73580.62833,1760.383752,0.427065128,0.451380449,0.075452559,0,1,0,0,1,0,0,1,3,,,,,,,,,,
412,2951.409167,68503.06458,501.4004162,0.227031474,0.128564209,0.043084338,1,0,0,1,0,0,1,0,3,,,,,,,,,,
413,5991.611667,73741.09417,854.7645428,0.460893205,0.219170396,0.081252004,0,1,0,1,0,0,0,1,3,,,,,,,,,,
414,5226.787917,72818.92917,1750.234425,0.402060609,0.448778058,0.071777874,0,1,0,0,1,0,1,0,3,,,,,,,,,,
415,4459.514167,71237.79583,2199.932335,0.343039551,0.564085214,0.062600395,0,1,0,0,1,0,1,0,3,,,,,,,,,,
416,7726.989583,71285.3875,665.9334846,0.594383814,0.170752176,0.10839514,0,1,0,1,0,0,0,1,3,,,,,,,,,,
417,6491.601667,69919.11167,1412.505136,0.499353974,0.362180804,0.092844453,0,1,0,0,1,0,0,1,3,,,,,,,,,,
418,5318.8875,63692.575,1334.982389,0.409145192,0.342303177,0.083508753,0,1,0,0,1,0,0,1,3,,,,,,,,,,
419,6855.780417,62278.89542,402.5767349,0.527367724,0.103224804,0.110081921,0,1,0,1,0,0,0,1,3,,,,,,,,,,
420,7677.660417,68628.40333,957.9074322,0.590589263,0.24561729,0.111872928,0,1,0,1,0,0,0,1,3,,,,,,,,,,
421,5580.322917,70289.28292,2950.832898,0.429255609,0.75662382,0.079390807,0,1,0,0,0,1,0,1,3,,,,,,,,,,
422,2239.919583,72703.71167,802.2236045,0.172301506,0.20569836,0.030808875,1,0,0,1,0,0,1,0,3,,,,,,,,,,
423,3848.492083,72955.70375,627.2532146,0.296037853,0.160834158,0.052751079,1,0,0,1,0,0,1,0,3,,,,,,,,,,
424,4815.235,71107.57625,1850.246516,0.370402692,0.474422184,0.067717608,0,1,0,0,1,0,1,0,3,,,,,,,,,,
425,5236.787083,65180.84167,1840.526739,0.402829776,0.471929933,0.080342428,0,1,0,0,1,0,0,1,3,,,,,,,,,,
426,7325.686667,64544.70792,401.1040257,0.563514359,0.102847186,0.113497867,0,1,0,1,0,0,0,1,3,,,,,,,,,,
427,3930.241667,71875.65875,1592.16202,0.302326282,0.408246672,0.054681122,0,1,0,0,1,0,1,0,3,,,,,,,,,,
428,5977.974583,73424.78375,1301.542342,0.459844199,0.333728806,0.081416305,0,1,0,0,1,0,0,1,3,,,,,,,,,,
429,7252.160417,71975.84417,2225.831186,0.557858494,0.570725945,0.100758254,0,1,0,0,1,0,0,1,3,,,,,,,,,,
430,5663.394167,72089.45958,597.1885508,0.435645705,0.153125269,0.078560641,0,1,0,1,0,0,0,1,3,,,,,,,,,,
431,2929.320417,73515.30208,1299.559706,0.22533234,0.333220437,0.039846404,1,0,0,0,1,0,1,0,3,,,,,,,,,,
432,4800.989167,68670.72083,2723.169736,0.369306859,0.69824865,0.06991319,0,1,0,0,0,1,1,0,3,,,,,,,,,,
433,9675.315417,66755.71333,1598.871599,0.744255032,0.409967077,0.14493614,0,0,1,0,1,0,0,1,3,,,,,,,,,,
434,6637.515,70238.75,1295.659144,0.510578077,0.332220293,0.094499333,0,1,0,0,1,0,0,1,3,,,,,,,,,,
435,2869.058333,69657.99458,1393.759371,0.220696795,0.357374198,0.041187783,1,0,0,0,1,0,1,0,3,,,,,,,,,,
436,8468.70875,69380.265,952.8524245,0.651439135,0.244321134,0.122062214,0,0,1,1,0,0,0,1,3,,,,,,,,,,
437,7194.911667,69302.57042,752.2257975,0.553454744,0.19287841,0.103818828,0,1,0,1,0,0,0,1,3,,,,,,,,,,
438,6367.189167,66628.92167,1414.914768,0.489783782,0.362798659,0.095561942,0,1,0,0,1,0,0,1,3,,,,,,,,,,
439,5096.35,62427.48458,1520.915201,0.392026923,0.389978257,0.081636318,0,1,0,0,1,0,0,1,3,,,,,,,,,,
440,5873.145833,59677.04542,1289.071213,0.451780449,0.33053108,0.098415493,0,1,0,0,1,0,0,1,3,,,,,,,,,,
441,4844.260833,68755.65333,1414.437304,0.372635449,0.362676232,0.070456182,0,1,0,0,1,0,1,0,3,,,,,,,,,,
442,6165.764583,71111.93375,1104.221199,0.474289583,0.283133641,0.086705061,0,1,0,1,0,0,0,1,3,,,,,,,,,,
443,3138.750417,71911.48125,613.9455522,0.24144234,0.157421936,0.043647417,1,0,0,1,0,0,1,0,3,,,,,,,,,,
444,6901.259167,72452.92667,1993.727202,0.53086609,0.511212103,0.095251627,0,1,0,0,1,0,0,1,3,,,,,,,,,,
445,6121.084583,68423.42167,2631.571697,0.47085266,0.674761974,0.089458908,0,1,0,0,0,1,0,1,3,,,,,,,,,,
446,6670.604167,62952.06083,1399.883932,0.513123397,0.358944598,0.105963237,0,1,0,0,1,0,0,1,3,,,,,,,,,,
447,9389.4775,61121.86667,593.4031588,0.7222675,0.152154656,0.153618959,0,0,1,1,0,0,0,1,3,,,,,,,,,,
448,7348.535,68472.59542,2737.834907,0.565271923,0.70200895,0.107320819,0,1,0,0,0,1,0,1,3,,,,,,,,,,
449,3824.669167,68071.74292,1629.543006,0.294205321,0.41783154,0.056185856,1,0,0,0,1,0,1,0,3,,,,,,,,,,
450,7702.27625,68310.36042,829.5771019,0.592482788,0.212712077,0.112754145,0,1,0,1,0,0,0,1,3,,,,,,,,,,
451,1866.672083,68748.21667,1733.40472,0.14359016,0.444462749,0.027152298,1,0,0,0,1,0,1,0,3,,,,,,,,,,
452,1284.153333,69067.83,756.6447323,0.098781026,0.19401147,0.018592641,1,0,0,1,0,0,1,0,3,,,,,,,,,,
453,4597.093333,62862.40458,928.0385701,0.353622564,0.237958608,0.073129454,0,1,0,1,0,0,1,0,3,,,,,,,,,,
454,7162.355,62155.9575,1863.842137,0.550950385,0.47790824,0.115231995,0,1,0,0,1,0,0,1,3,,,,,,,,,,
455,10195.52167,68796.20042,1249.481826,0.784270897,0.320379955,0.148198906,0,0,1,0,1,0,0,1,3,,,,,,,,,,
456,9792.226667,69552.65708,1090.069077,0.753248205,0.279504891,0.140788678,0,0,1,1,0,0,0,1,3,,,,,,,,,,
457,7672.614167,70668.64,1688.037501,0.59020109,0.432830129,0.108571697,0,1,0,0,1,0,0,1,3,,,,,,,,,,
458,3141.29,71125.61917,1043.932085,0.241637692,0.267674894,0.04416538,1,0,0,1,0,0,1,0,3,,,,,,,,,,
459,7017.692083,69551.11083,633.5844307,0.539822468,0.162457546,0.100899784,0,1,0,1,0,0,0,1,3,,,,,,,,,,
460,6220.61375,64575.585,1478.854717,0.47850875,0.379193517,0.096330738,0,1,0,0,1,0,0,1,3,,,,,,,,,,
461,2244.775,62578.96708,723.8261545,0.172675,0.18559645,0.035871078,1,0,0,1,0,0,1,0,3,,,,,,,,,,
462,2211.15625,68133.73708,351.1709954,0.170088942,0.090043845,0.032453177,1,0,0,1,0,0,1,0,3,,,,,,,,,,
463,2033.712917,67955.58208,878.4135537,0.156439455,0.225234245,0.029927091,1,0,0,1,0,0,1,0,3,,,,,,,,,,
464,2973.781667,67676.00875,824.5649119,0.228752436,0.2114269,0.043941446,1,0,0,1,0,0,1,0,3,,,,,,,,,,
465,3306.97375,67899.15333,876.268223,0.254382596,0.22468416,0.048704197,1,0,0,1,0,0,1,0,3,,,,,,,,,,
466,4433.389583,67405.32208,1444.480076,0.341029968,0.370379507,0.0657721,0,1,0,0,1,0,1,0,3,,,,,,,,,,
467,5714.40125,62582.695,1447.977295,0.439569327,0.371276229,0.091309606,0,1,0,0,1,0,0,1,3,,,,,,,,,,
468,6064.30625,62761.79667,1152.303762,0.466485096,0.295462503,0.096624166,0,1,0,1,0,0,0,1,3,,,,,,,,,,
469,4524.7125,71224.83125,1245.869157,0.348054808,0.31945363,0.063527178,0,1,0,0,1,0,1,0,3,,,,,,,,,,
470,4396.980417,72294.41375,707.0721783,0.338229263,0.181300559,0.060820473,0,1,0,1,0,0,1,0,3,,,,,,,,,,
471,6909.22875,73734.13958,1249.626485,0.531479135,0.320417048,0.093704609,0,1,0,0,1,0,0,1,3,,,,,,,,,,
472,8029.72375,75645.00208,780.5464618,0.617671058,0.200140118,0.10615009,0,1,0,1,0,0,0,1,3,,,,,,,,,,
473,3331.967083,74415.78417,852.2330497,0.25630516,0.218521295,0.044775005,1,0,0,1,0,0,1,0,3,,,,,,,,,,
474,3053.04,67952.07333,1239.752655,0.234849231,0.317885296,0.044929313,1,0,0,0,1,0,1,0,3,,,,,,,,,,
475,7169.46625,66837.87792,931.532858,0.551497404,0.238854579,0.107266515,0,1,0,1,0,0,0,1,3,,,,,,,,,,
476,8509.2075,72981.755,981.4270254,0.654554423,0.251647955,0.116593627,0,0,1,1,0,0,0,1,3,,,,,,,,,,
477,6517.642917,70264.8325,2150.76754,0.501357147,0.551478856,0.09275825,0,1,0,0,1,0,0,1,3,,,,,,,,,,
478,7726.836667,70247.715,648.8878472,0.594372051,0.166381499,0.109994135,0,1,0,1,0,0,0,1,3,,,,,,,,,,
479,5881.760417,71438.11542,2266.190081,0.452443109,0.58107438,0.082333645,0,1,0,0,1,0,0,1,3,,,,,,,,,,
480,1878.473333,72602.78625,604.7773304,0.144497949,0.15507111,0.025873295,1,0,0,1,0,0,1,0,3,,,,,,,,,,
481,5386.005417,69362.09333,1236.383894,0.414308109,0.317021511,0.07765056,0,1,0,0,1,0,0,1,3,,,,,,,,,,
482,8560.184583,70528.32625,1915.649965,0.658475737,0.491192299,0.121372292,0,0,1,0,1,0,0,1,3,,,,,,,,,,
483,8874.123333,76525.43458,655.725602,0.682624872,0.16813477,0.115963057,0,0,1,1,0,0,0,1,3,,,,,,,,,,
484,3691.132083,71604.10167,1454.819632,0.283933237,0.373030675,0.051549171,1,0,0,0,1,0,1,0,3,,,,,,,,,,
485,1546.412083,72289.44542,804.9519855,0.118954776,0.206397945,0.021391948,1,0,0,1,0,0,1,0,3,,,,,,,,,,
486,5139.415417,70572.25917,1219.060752,0.395339647,0.31257968,0.072824867,0,1,0,0,1,0,1,0,3,,,,,,,,,,
487,1793.012917,68591.91208,1080.486065,0.137924071,0.277047709,0.026140296,1,0,0,1,0,0,1,0,3,,,,,,,,,,
488,2752.933333,64619.49333,951.8817498,0.211764103,0.244072244,0.042602212,1,0,0,1,0,0,1,0,3,,,,,,,,,,
489,3466.355,64386.29542,1307.942146,0.266642692,0.335369781,0.053836845,1,0,0,0,1,0,1,0,3,,,,,,,,,,
490,5022.153333,67923.19125,1670.405597,0.386319487,0.428309127,0.073938713,0,1,0,0,1,0,1,0,3,,,,,,,,,,
491,3501.242083,75834.54542,747.9669369,0.269326314,0.191786394,0.046169487,1,0,0,1,0,0,1,0,3,,,,,,,,,,
492,3050.415417,76898.71125,759.3176776,0.23464734,0.19469684,0.039667965,1,0,0,1,0,0,1,0,3,,,,,,,,,,
493,5242.88125,79336.76583,923.2447126,0.403298558,0.236729413,0.066083879,0,1,0,1,0,0,1,0,3,,,,,,,,,,
494,5734.677083,79813.785,1110.434019,0.441129006,0.284726672,0.07185071,0,1,0,1,0,0,1,0,3,,,,,,,,,,
495,6270.391667,70498.64667,1240.507316,0.482337821,0.318078799,0.088943433,0,1,0,0,1,0,0,1,3,,,,,,,,,,
496,3761.341667,63127.92833,360.423005,0.289333974,0.092416155,0.059582847,1,0,0,1,0,0,1,0,3,,,,,,,,,,
497,4144.46375,70923.25917,844.1183066,0.318804904,0.216440591,0.05843589,0,1,0,1,0,0,1,0,3,,,,,,,,,,
498,5659.884167,72954.19,928.8776907,0.435375705,0.238173767,0.077581345,0,1,0,1,0,0,0,1,3,,,,,,,,,,
499,4141.335417,74546.02667,1783.941645,0.318564263,0.457420935,0.055554073,0,1,0,0,1,0,1,0,3,,,,,,,,,,
500,1327.840417,78031.615,646.6186042,0.102141571,0.165799642,0.017016698,1,0,0,1,0,0,1,0,3,,,,,,,,,,
501,2534.715833,79221.54333,1279.671162,0.194978141,0.328120811,0.031995285,1,0,0,0,1,0,1,0,3,,,,,,,,,,
502,6394.32375,72267.26542,440.7247706,0.491871058,0.113006351,0.088481607,0,1,0,1,0,0,0,1,3,,,,,,,,,,
503,4888.36625,74790.23875,1139.631699,0.376028173,0.292213256,0.065361019,0,1,0,1,0,0,1,0,3,,,,,,,,,,
504,3778.419167,82732.65958,1832.239636,0.290647628,0.469805035,0.045670225,1,0,0,0,1,0,1,0,3,,,,,,,,,,
505,3412.066667,83996.72167,1198.832615,0.262466667,0.307392978,0.040621427,1,0,0,0,1,0,1,0,3,,,,,,,,,,
506,4215.46875,87890.43958,1253.941666,0.324266827,0.321523504,0.047962768,0,1,0,0,1,0,1,0,3,,,,,,,,,,
507,4263.71625,84290.79625,499.8830751,0.327978173,0.128175147,0.050583414,0,1,0,1,0,0,1,0,3,,,,,,,,,,
508,3303.605,81636.12875,1056.610551,0.254123462,0.270925782,0.040467438,1,0,0,1,0,0,1,0,3,,,,,,,,,,
509,1117.6675,75414.01333,482.0148876,0.085974423,0.123593561,0.014820422,1,0,0,1,0,0,1,0,3,,,,,,,,,,
510,1151.812083,76945.755,422.988846,0.088600929,0.108458678,0.014969144,1,0,0,1,0,0,1,0,3,,,,,,,,,,
511,3282.41,85801.52958,1083.982208,0.252493077,0.277944156,0.038255845,1,0,0,1,0,0,1,0,3,,,,,,,,,,
512,2489.494583,84260.66875,1094.686766,0.191499583,0.280688914,0.029545156,1,0,0,1,0,0,1,0,3,,,,,,,,,,
513,1783.57875,82838.50417,661.2144426,0.137198365,0.169542165,0.021530794,1,0,0,1,0,0,1,0,3,,,,,,,,,,
514,1801.204167,84045.62333,600.9694646,0.138554167,0.154094735,0.021431267,1,0,0,1,0,0,1,0,3,,,,,,,,,,
515,3522.162917,80423.5825,942.8247776,0.270935609,0.241749943,0.043795151,1,0,0,1,0,0,1,0,3,,,,,,,,,,
516,3615.189167,77400.2775,1569.980906,0.278091474,0.402559207,0.046707703,1,0,0,0,1,0,1,0,3,,,,,,,,,,
517,1443.760833,79048.24708,1113.261607,0.111058526,0.285451694,0.018264299,1,0,0,1,0,0,1,0,3,,,,,,,,,,
518,6204.697917,90342.50542,1328.746607,0.477284455,0.340704258,0.068679719,0,1,0,0,1,0,1,0,3,,,,,,,,,,
